gene	chr	start	end	ecto	endo	meso	min_dist	Len	percCG	percGC	percC	percCHG	set	thrE	thrGE	set_ds	log.dist
Pitpnm2	5	124118690	124249760	3.0552907	2.4271164	2.8022761	78212	131070	3.2	51.5	18	7	Sim	2	GE>2	SEG	4.893278944351847
Snrnp35	5	124483134	124491124	3.1301312	3.3294616	3.303321	4768	7990	3.6	49.4	17	6	Sim	2	GE>2	SEG	3.6784273224338673
Rilpl1	5	124493082	124531391	3.3690343	2.5206375	3.0934305	9304	38309	3.6	50.4	19	7	Sim	2	GE>2	SEG	3.968716377466786
Gusb	5	129989011	130003049	5.9068837	5.3481374	6.0110607	22083	14038	3.7	49.6	17	6	Sim	2	GE>2	SEG	4.3440777384681
Eif4h	5	134619880	134639348	8.660392	8.265044	8.580635	49242	19468	3	47.9	18	7	Sim	2	GE>2	SEG	4.6923445033120315
Tmem120a	5	135735485	135744271	5.2521677	5.1869564	5.356877	34209	8786	4.2	52.4	19	7	Sim	2	GE>2	SEG	4.534153074185062
Pop7	5	137501438	137502518	5.210471	5.3432	5.391081	16362	1080	10.4	56.9	19	7	Sim	2	GE>2	SEG	4.213862930386819
Mblac1	5	138194314	138195621	1.9352052	1.6672798	2.135918	6829	1307	11.6	58.8	14	7	Sim	2	GE>2	SEG	3.8344207036815328
Fbxl18	5	142866946	142895421	5.604404	5.6164293	5.7318864	11333	28475	3.9	53.6	19	8	Sim	2	GE>2	SEG	4.054383208305477
Zdhhc4	5	143316489	143329256	4.554964	4.926513	4.9025807	13896	12767	3.7	49.8	18	7	Sim	2	GE>2	SEG	4.142921057515615
Usp42	5	143710325	143732280	4.821249	5.004005	5.163456	85508	21955	3.9	46.2	17	6	Sim	2	GE>2	SEG	4.932011827530899
Pms2	5	143909964	143937309	5.8521485	5.4944177	5.585643	117	27345	2.7	43.5	15	6	Sim	2	GE>2	SEG	2.0718820073061255
Cpsf4	5	145167213	145182041	6.2611713	5.796563	6.1231046	105	14828	3.4	50.5	17	7	Sim	2	GE>2	SEG	2.0253058652647704
Zfp655	5	145231723	145247302	5.324911	5.130088	5.3719525	27161	15579	2.2	42.9	16	5	Sim	2	GE>2	SEG	4.4339617448788955
Tmem168	6	13580687	13608100	4.5579324	4.555709	4.518483	69866	27413	2.1	39.1	16	5	Sim	2	GE>2	SEG	4.844272095602742
Fam3c	6	22306520	22356243	4.908546	4.670993	5.21927	406672	49723	2.7	42.2	16	5	Sim	2	GE>2	SEG	5.609245339505006
Luc7l2	6	38551334	38609470	6.2542605	6.2388563	6.168155	17832	58136	1.5	37.7	14	4	Sim	2	GE>2	SEG	4.251224409571832
2410003K15Rik	6	49073795	49086751	7.005377	6.8990703	6.929752	141159	12956	2.5	42.3	15	6	Sim	2	GE>2	SEG	5.149711649687932
Vopp1	6	57727807	57825154	3.1661441	4.956871	4.7373586	122553	97347	1.3	41.3	16	5	Sim	2	GE>2	SEG	5.08832749061525
Aup1	6	83054653	83057680	5.195574	5.7654204	5.6240835	620	3027	7.9	56.9	20	7	Sim	2	GE>2	SEG	2.79309160017658
Mob1a	6	83326016	83343776	5.852321	6.049113	6.215561	8410	17760	2.1	41.9	15	5	Sim	2	GE>2	SEG	3.924847632975537
Pcbp1	6	86524499	86526171	8.159181	7.982733	8.230686	87797	1672	14.9	57.6	13	7	Sim	2	GE>2	SEG	4.943484622980627
Nr2c2	6	92091390	92173057	5.4640884	5.4445777	5.1583123	92643	81667	1.3	40.9	15	5	Sim	2	GE>2	SEG	4.966817297899174
Trnt1	6	106769120	106782474	7.6208186	7.1788287	7.4814854	30954	13354	2	39	13	5	Sim	2	GE>2	SEG	4.490730808348924
Rpusd3	6	113415319	113419348	4.7548065	4.845033	4.2595577	23221	4029	3.8	54.8	20	8	Sim	2	GE>2	SEG	4.365899620723788
Rad52	6	119902698	119922828	4.2977753	4.128738	4.2263536	54548	20130	2.1	44.7	16	6	Sim	2	GE>2	SEG	4.736786793449335
Usp5	6	124815019	124829484	7.5873337	7.277506	7.592492	63	14465	3.4	50.4	19	7	Sim	2	GE>2	SEG	1.806179973983887
Mlf2	6	124931388	124936138	8.182927	8.074482	8.110385	13442	4750	6.5	54.3	16	7	Sim	2	GE>2	SEG	4.128496198632706
Ncapd2	6	125168009	125191595	7.79467	7.2037168	7.686325	206	23586	3.1	47.9	18	6	Sim	2	GE>2	SEG	2.315970345456918
Dusp16	6	134715473	134792625	3.2045307	3.931553	2.9867227	105300	77152	1.9	41.7	16	5	Sim	2	GE>2	SEG	5.022432495519957
Rerg	6	137054825	137170497	3.652206	1.6857524	3.3574378	342264	115672	2.5	43.8	17	5	Sim	2	GE>2	SEG	5.534362490478714
Pyroxd1	6	142345654	142363257	5.3236666	5.3625617	4.993357	41433	17603	3.2	44.3	15	6	Sim	2	GE>2	SEG	4.6173568617094
Recql	6	142350342	142387087	5.5415316	5.361126	5.38164	134	36745	2.8	44.4	17	6	Sim	2	GE>2	SEG	2.130333768495006
Ccdc91	6	147475871	147632612	4.893855	5.1690145	4.850379	384492	156741	1.5	43.3	16	6	Sim	2	GE>2	SEG	5.584888437533948
Ube2s	7	4808155	4812351	5.887802	5.6802354	6.057964	19477	4196	3.9	49.2	20	6	Sim	2	GE>2	SEG	4.289544361497647
Kptn	7	16119895	16127516	4.218532	4.4569983	4.018768	21437	7621	2.7	51.3	18	7	Sim	2	GE>2	SEG	4.331184266586083
Strn4	7	16815889	16840931	5.1661444	4.925348	5.384029	843	25042	3	51.8	17	7	Sim	2	GE>2	SEG	2.926342446625655
Prkd2	7	16842902	16870461	2.3651662	3.0588887	2.7393692	27013	27559	3.6	50.7	18	7	Sim	2	GE>2	SEG	4.431588895527995
Fbxo46	7	19119859	19138261	4.13525	4.466645	4.2138057	29337	18402	3.2	48.8	16	6	Sim	2	GE>2	SEG	4.46743050423905
Pvr	7	19903578	19921160	3.013894	4.367147	4.2487087	150144	17582	3.5	50.2	17	6	Sim	2	GE>2	SEG	5.176510874273492
Rps19	7	24884371	24889806	10.202542	10.307786	10.334293	18541	5435	5	52.9	15	7	Sim	2	GE>2	SEG	4.268156576740394
Hnrnpul1	7	25721498	25754730	4.962981	4.9640775	5.099817	35642	33232	2.2	46.3	17	6	Sim	2	GE>2	SEG	4.551974250600909
Psmc4	7	28041707	28050101	8.854025	8.55734	8.78867	41685	8394	4	51.5	22	7	Sim	2	GE>2	SEG	4.619990224191521
Zfp74	7	29930815	29954089	3.6553767	3.7952874	4.047337	29866	23274	2.7	44.2	16	6	Sim	2	GE>2	SEG	4.4751916019520435
Zfp382	7	30121942	30134665	1.8711934	1.7112231	2.0698833	27165	12723	3.3	45.5	15	6	Sim	2	GE>2	SEG	4.4340256963562465
Polr2i	7	30231948	30233390	6.701641	6.4868	6.790896	324	1442	11.9	57.2	17	7	Sim	2	GE>2	SEG	2.5118833609788744
Cox6b1	7	30616974	30626151	8.72995	9.010064	8.973071	9701	9177	2.6	46.9	17	6	Sim	2	GE>2	SEG	3.986861270290045
Plekhf1	7	38220654	38227994	2.0504818	2.8322384	2.8197567	43354	7340	4.1	50.8	20	6	Sim	2	GE>2	SEG	4.637039190559404
Prr12	7	45027707	45052881	3.5705838	3.2889538	3.7829108	9796	25174	4.5	53.3	19	7	Sim	2	GE>2	SEG	3.9910931080488874
Sphk2	7	45709467	45718002	4.9384627	4.6760836	4.807351	2545	8535	5.6	55.3	17	8	Sim	2	GE>2	SEG	3.4058583993176366
Cyfip1	7	55841745	55930700	7.626687	7.5840516	7.5931277	47597	88955	2.2	43.4	16	5	Sim	2	GE>2	SEG	4.677588704669821
Tarsl2	7	65644898	65692091	2.1661441	1.8811481	2.314539	46271	47193	2.4	44	16	6	Sim	2	GE>2	SEG	4.665318271278418
Tm2d3	7	65691169	65701913	5.6490283	5.773647	5.4747553	46271	10744	4.2	47	16	6	Sim	2	GE>2	SEG	4.665318271278418
Chsy1	7	66109515	66173789	5.414423	6.164411	6.1265106	29866	64274	2.3	43.8	15	6	Sim	2	GE>2	SEG	4.4751916019520435
Idh2	7	80094846	80115392	7.170306	7.012353	7.316248	71449	20546	3.2	48.2	18	6	Sim	2	GE>2	SEG	4.854002233126989
Homer2	7	81600481	81706925	2.295745	2.2961855	2.3283448	56000	106444	2.5	46.5	17	6	Sim	2	GE>2	SEG	4.748195782195563
Fah	7	84585159	84606722	2.754807	3.5928879	3.5705562	72639	21563	2	48.2	18	6	Sim	2	GE>2	SEG	4.861175835513029
Rsf1	7	97579896	97692782	6.3322353	6.32608	6.2166953	399	112886	1.6	39.6	15	5	Sim	2	GE>2	SEG	2.6020599913279625
Rnf169	7	99920254	99980458	4.548157	4.229129	4.2721124	121575	60204	2.2	43.2	18	5	Sim	2	GE>2	SEG	5.08484785046062
Rnf121	7	102019137	102065469	4.7002025	5.315591	5.0122495	42	46332	1.5	42.7	17	5	Sim	2	GE>2	SEG	1.6334684555795864
Pgap2	7	102210208	102238567	5.8233647	6.0428567	5.701341	88	28359	2.1	45.6	16	6	Sim	2	GE>2	SEG	1.9493900066449128
Eif3f	7	108934417	108942951	8.441164	8.517676	8.48547	148914	8534	3.4	48.2	16	6	Sim	2	GE>2	SEG	5.172938445832253
Eif4g2	7	111067985	111083030	10.262293	10.02609	10.22183	54079	15045	2.8	41.7	17	5	Sim	2	GE>2	SEG	4.733036682933579
Tufm	7	126487355	126490730	7.2181306	6.704671	7.124836	12225	3375	5.3	53.1	16	7	Sim	2	GE>2	SEG	4.087284391453761
Ctf1	7	127712736	127718185	1.7840714	2.5987482	2.352567	3803	5449	4.1	49.3	16	6	Sim	2	GE>2	SEG	3.5802405082653763
Plekha1	7	130865756	130913312	6.045808	6.186146	5.7459564	70355	47556	2.2	41.2	13	5	Sim	2	GE>2	SEG	4.847301140232422
Zfp511	7	140036391	140040605	4.8749385	4.8338957	5.0265517	41	4214	4.6	51	17	7	Sim	2	GE>2	SEG	1.6232492903979006
Deaf1	7	141297176	141327725	4.9276853	4.81136	4.6005735	14	30549	2.5	47.7	17	7	Sim	2	GE>2	SEG	1.1760912590556813
Fut10	8	31187331	31261738	4.7862425	4.229129	4.7261047	18607	74407	2.3	44.2	17	5	Sim	2	GE>2	SEG	4.2696996973843735
Cnot7	8	40492540	40515847	6.7537904	6.9626584	6.982181	4064	23307	2.6	38.8	16	4	Sim	2	GE>2	SEG	3.609060549930087
Neil3	8	53586867	53639065	4.4137206	3.540058	4.1332984	127363	52198	1.6	39.7	16	5	Sim	2	GE>2	SEG	5.1050466900814735
2310045N01Rik	8	70139499	70167488	4.935531	5.1121025	4.9816356	8166	27989	3.2	52.1	18	7	Sim	2	GE>2	SEG	3.9120625555885025
Mpv17l2	8	70758649	70760921	3.3901234	3.4988647	3.815134	5742	2272	6.3	57	16	8	Sim	2	GE>2	SEG	3.7591388162811663
Unc13a	8	71624417	71671757	1.9864608	2.1992238	2.9843025	60733	47340	3.9	54.2	20	7	Sim	2	GE>2	SEG	4.783431885119274
Zfp617	8	71908635	71934629	5.4353247	5.1693425	5.0699973	27	25994	2	41.4	16	5	Sim	2	GE>2	SEG	1.4471580313422192
Phkb	8	85840959	86061376	5.3617735	5.0356736	5.114941	10	220417	1.3	39.9	16	5	Sim	2	GE>2	SEG	1.0413926851582251
Siah1a	8	86723940	86746006	4.234521	3.9606686	4.4805193	121963	22066	2.4	42.4	17	5	Sim	2	GE>2	SEG	5.086231659293216
Tmem188	8	88118769	88135110	6.108171	6.041602	6.375651	19086	16341	2.5	41.5	15	5	Sim	2	GE>2	SEG	4.280737673504682
Slc38a7	8	95835920	95853539	3.8268847	4.5820813	4.114388	28185	17619	3.3	49.7	18	7	Sim	2	GE>2	SEG	4.450033447592529
Cmtm3	8	104340594	104347672	1.1140884	2.7486055	2.7097895	55213	7078	4	52.8	19	7	Sim	2	GE>2	SEG	4.742049210914832
Ctcf	8	105636568	105682922	7.1004124	6.88455	7.1152453	31339	46354	2.1	41.4	15	5	Sim	2	GE>2	SEG	4.496098992132572
Vps4a	8	107031222	107045755	4.7414417	5.3799663	5.2065563	17392	14533	3.2	48.4	16	7	Sim	2	GE>2	SEG	4.240374496958233
Gcsh	8	116981810	116993537	8.16833	8.370362	8.373248	50144	11727	3	46	17	6	Sim	2	GE>2	SEG	4.7002276356482495
Taf1c	8	119597975	119605222	4.5331535	3.9839928	4.5613303	29987	7247	5.4	57.4	18	8	Sim	2	GE>2	SEG	4.476947502174075
Afg3l1	8	123477903	123503916	5.4394693	5.390703	5.399007	34917	26013	3.7	48.6	15	7	Sim	2	GE>2	SEG	4.543049360639533
Alkbh8	9	3335478	3387050	5.4953895	5.2234497	5.3923593	68607	51572	1.1	37.6	15	4	Sim	2	GE>2	SEG	4.8363747593406385
Aasdhppt	9	4294793	4309494	6.4902935	6.6382895	6.7117662	249	14701	1.3	36.2	15	4	Sim	2	GE>2	SEG	2.3979400086720375
Tmem123	9	7764041	7794333	5.0722938	5.0585346	5.0823836	12369	30292	2.1	44.1	16	6	Sim	2	GE>2	SEG	4.092369699629121
Yap1	9	7931999	8004596	6.2551756	6.511088	6.435741	38227	72597	2.3	43.5	17	6	Sim	2	GE>2	SEG	4.582381577336719
Mtmr2	9	13748410	13806481	6.8594704	6.789	6.860246	78697	58071	1.8	40.8	14	5	Sim	2	GE>2	SEG	4.895963695510263
BC017612	9	15505487	15545260	4.5524154	4.577142	4.240214	174914	39773	2	48.2	17	7	Sim	2	GE>2	SEG	5.24282705440661
Dnmt1	9	20907206	20959888	7.2839494	7.042678	7.241684	16905	52682	3.5	50.3	18	7	Sim	2	GE>2	SEG	4.228040864639632
Vps26b	9	27004503	27030094	7.2881045	6.9300046	7.2478766	81	25591	2.4	45.7	17	6	Sim	2	GE>2	SEG	1.9138138523837167
Rnf214	9	45863425	45906894	4.720402	4.8479066	4.8886714	325	43469	2	43.1	17	5	Sim	2	GE>2	SEG	2.513217600067939
Rbm7	9	48488709	48495330	6.3349576	6.1841984	6.3885207	15	6621	2.8	40.6	16	5	Sim	2	GE>2	SEG	1.2041199826559248
Acat1	9	53580522	53610382	2.849209	4.384214	3.9524643	59632	29860	2.2	44.2	17	6	Sim	2	GE>2	SEG	4.775486658258578
Clk3	9	57750711	57765860	5.737146	5.7340345	5.892678	12005	15149	4.2	52	19	7	Sim	2	GE>2	SEG	4.079398339019855
Kif23	9	61917280	61946799	6.4636364	6.698316	6.6355805	32261	29519	2.4	42.9	17	5	Sim	2	GE>2	SEG	4.5086912868607625
Oaz2	9	65668001	65690300	6.511008	7.0627804	6.9031897	38353	22299	2.1	46.7	17	6	Sim	2	GE>2	SEG	4.583810663913107
Trip4	9	65828930	65908794	5.62092	5.620276	5.572652	18557	79864	1.5	41.3	16	5	Sim	2	GE>2	SEG	4.268531170386822
Polr2m	9	71478437	71485935	9.067987	8.74638	9.086572	106330	7498	3.9	45.8	19	6	Sim	2	GE>2	SEG	5.026659898259999
Ooep	9	78376109	78378725	2.7324622	2.0273688	2.0431573	10548	2616	4.4	47.5	16	6	Sim	2	GE>2	SEG	4.023211292328889
Tfdp2	9	96196275	96323646	6.04233	5.9770727	5.8869233	76913	127371	1.6	40.7	15	5	Sim	2	GE>2	SEG	4.886005397920503
Rnf7	9	96470941	96478675	7.9229655	7.8950567	8.058467	114376	7734	3.6	44.8	17	5	Sim	2	GE>2	SEG	5.058338701228556
Poc1a	9	106281061	106349891	5.638852	5.558218	4.9810286	32935	68830	2.8	50.9	17	7	Sim	2	GE>2	SEG	4.517670853989429
Qrich1	9	108517087	108560167	7.204125	6.8672557	7.1423907	9082	43080	1.9	42.2	15	5	Sim	2	GE>2	SEG	3.958229314188382
Nme6	9	109832749	109843116	6.3774586	6.260738	6.4995413	42830	10367	2.9	47	16	6	Sim	2	GE>2	SEG	4.631758214238082
Vta1	10	14654755	14705560	6.6155376	6.474103	6.440427	41340	50805	1.3	38.9	16	5	Sim	2	GE>2	SEG	4.616380977594348
Raet1c	10	22173521	22374139	3.0480711	2.9712486	3.4696598	24251	200618	1.5	43.1	17	5	Sim	2	GE>2	SEG	4.384747559562928
Tspyl4	10	34297421	34301308	2.9443076	3.7807534	3.0197136	121131	3887	4.1	49.2	16	7	Sim	2	GE>2	SEG	5.083258887879517
Amd2	10	35708691	35711891	4.086752	3.3847795	3.764693	1262653	3200	3.7	41.3	16	5	Sim	2	GE>2	SEG	6.101284358886892
Marcks	10	37133375	37138920	8.163014	8.303605	8.504891	164376	5545	9.2	48.6	17	5	Sim	2	GE>2	SEG	5.215841049993101
Cd164	10	41519500	41531042	8.173765	8.147726	8.216257	29131	11542	2.9	40.7	14	5	Sim	2	GE>2	SEG	4.464370301282233
Sec63	10	42761496	42832514	5.2773404	4.924959	5.304582	177674	71018	1.6	39.2	14	5	Sim	2	GE>2	SEG	5.249626324114465
Ybey	10	76459569	76469114	4.735461	4.539042	4.5500827	143	9545	3.6	49.1	17	7	Sim	2	GE>2	SEG	2.1583624920952498
Slc19a1	10	77032241	77061002	5.365892	5.4177537	5.3116465	70354	28761	3.3	52.4	18	7	Sim	2	GE>2	SEG	4.847294967374836
Trappc10	10	78186725	78244642	3.0002425	2.7816124	3.1852198	59493	57917	2.3	48	18	7	Sim	2	GE>2	SEG	4.774473169118743
Cdc34	10	79682195	79688394	6.6659284	6.4294477	6.5313053	12785	6199	4.8	55.6	19	8	Sim	2	GE>2	SEG	4.106734700097846
ORF61	10	79974948	79984330	3.1594598	3.5572147	3.4800045	4254	9382	7.6	59.7	18	8	Sim	2	GE>2	SEG	3.628899564420607
Ndufs7	10	80249121	80256794	7.3301907	7.3510337	7.3931804	12365	7673	3.6	53.5	18	8	Sim	2	GE>2	SEG	4.0922292421628566
Dazap1	10	80261486	80288408	4.752218	4.780324	4.8882833	12365	26922	3.7	52.9	17	7	Sim	2	GE>2	SEG	4.0922292421628566
Btbd2	10	80642617	80657071	5.3410006	5.2297583	5.4170647	14905	14454	4.5	55.7	18	8	Sim	2	GE>2	SEG	4.173361116894232
Tdg	10	82629828	82650799	7.345302	7.0085063	7.2834764	6632	20971	3.2	45.3	15	6	Sim	2	GE>2	SEG	3.8217099972983766
Ccdc53	10	88201097	88246152	5.318675	5.8957014	5.3159833	54105	45055	2.1	42	16	5	Sim	2	GE>2	SEG	4.733245428182445
Tmpo	10	91147571	91171582	7.8149714	7.574294	7.8864536	47523	24011	3.3	42.2	16	5	Sim	2	GE>2	SEG	4.676912987209209
Cdk17	10	93160876	93241342	4.197479	4.493632	4.1291423	292520	80466	2.4	40.5	14	5	Sim	2	GE>2	SEG	5.466157049415616
Atp2b1	10	98915152	99026143	6.7675915	7.1672077	7.1971297	191884	110991	2.7	41.7	15	5	Sim	2	GE>2	SEG	5.283041026471564
Xrcc6bp1	10	126868430	126901371	4.189845	3.4227178	4.328154	77346	32941	2.9	44.8	16	6	Sim	2	GE>2	SEG	4.888443473708142
Tmem194	10	127666901	127701049	4.448408	4.7184186	4.5234923	23915	34148	2.8	45.1	16	6	Sim	2	GE>2	SEG	4.378688544748113
Tbrg4	11	6615598	6626067	6.276311	5.642433	6.304486	79180	10469	3.7	51.4	18	7	Sim	2	GE>2	SEG	4.898620982282813
Igfbp3	11	7206086	7213923	4.116391	4.946567	3.0798924	587856	7837	5.3	49.1	16	6	Sim	2	GE>2	SEG	5.769271693994655
Tns3	11	8431652	8664535	4.9943075	4.6654196	4.2912316	346656	232883	2.4	47.6	18	6	Sim	2	GE>2	SEG	5.53989997427568
Fignl1	11	11787431	11808962	6.9414697	6.785364	6.828149	89182	21531	2.1	40.9	15	5	Sim	2	GE>2	SEG	4.950282077360211
Pno1	11	17203198	17211568	7.560947	7.049291	7.4394336	29461	8370	3.2	42.5	17	5	Sim	2	GE>2	SEG	4.469262225177402
Etaa1	11	17938756	17953875	5.1963906	5.0450044	5.293775	696296	15119	2.1	36.5	15	4	Sim	2	GE>2	SEG	5.842794524019107
Ehbp1	11	22005828	22342292	4.0624743	3.981752	3.9272344	169796	336464	1.5	39.2	16	5	Sim	2	GE>2	SEG	5.229930012792766
Pus10	11	23665674	23732876	5.632632	5.6149845	5.585723	285	67202	1.6	41.7	16	5	Sim	2	GE>2	SEG	2.456366033129043
Papolg	11	23862646	23895253	5.5562367	5.622675	5.8688655	124283	32607	1.3	37.1	15	4	Sim	2	GE>2	SEG	5.094415222294333
Nudcd2	11	40733667	40740046	7.607477	7.47324	7.7335086	245	6379	3.1	41.8	14	5	Sim	2	GE>2	SEG	2.3909351071033793
Ccnjl	11	43528784	43586997	3.8962023	3.7686734	3.9181335	58256	58213	2.6	47.7	17	6	Sim	2	GE>2	SEG	4.765348116457255
Ttc1	11	43729512	43748008	6.1125026	6.1178956	5.9953423	66010	18496	2.5	44.3	16	6	Sim	2	GE>2	SEG	4.819616311924322
A230051G13Rik	11	59155369	59163739	3.0790982	3.1758914	3.7083237	28473	8370	3.8	53.7	19	8	Sim	2	GE>2	SEG	4.454448480701692
Stx8	11	67966193	68207148	4.650221	4.6070104	4.581005	434630	240955	2.3	44.9	16	6	Sim	2	GE>2	SEG	5.6381206990871275
Myh10	11	68691559	68816632	7.613603	6.917065	7.3667817	180299	125073	2.6	45.7	15	6	Sim	2	GE>2	SEG	5.255995726722402
Cyb5d1	11	69391925	69395631	3.7746253	4.688961	4.2123585	144	3706	4.6	47.4	19	6	Sim	2	GE>2	SEG	2.161368002234975
Wrap53	11	69561758	69580255	5.7806273	5.7137003	5.6095524	104	18497	3.7	49.2	19	6	Sim	2	GE>2	SEG	2.0211892990699383
Eif5a	11	69916714	69921958	11.449353	11.025886	11.499938	8070	5244	7.8	53.7	19	7	Sim	2	GE>2	SEG	3.906927347308956
Pafah1b1	11	74673949	74724670	7.2448854	7.165481	7.1714034	46160	50721	1.6	38.8	16	5	Sim	2	GE>2	SEG	4.664275208505078
Mettl16	11	74770830	74828525	7.42282	6.6440873	7.29419	46160	57695	1.6	42.7	15	5	Sim	2	GE>2	SEG	4.664275208505078
Blmh	11	76924809	76987379	8.618536	8.431946	8.637488	77791	62570	1.9	43.3	16	5	Sim	2	GE>2	SEG	4.890934937163242
Supt6h	11	78206746	78245987	6.227348	6.383224	6.3386607	241	39241	2.6	46.4	17	6	Sim	2	GE>2	SEG	2.383815365980431
Pex12	11	83294642	83302586	4.01204	4.114491	4.040131	3562	7944	3.3	43.7	15	6	Sim	2	GE>2	SEG	3.5518158223510157
Med13	11	86267033	86357602	5.7511067	5.5123816	5.975434	100027	90569	1.4	37.1	16	4	Sim	2	GE>2	SEG	5.000121585433766
Mrps23	11	88204388	88211507	6.185054	5.9134445	5.8253794	136109	7119	3.4	47	16	6	Sim	2	GE>2	SEG	5.133890033985679
Ube2z	11	96047432	96065388	5.1476874	5.2190175	5.3899837	10282	17956	2.7	45	17	6	Sim	2	GE>2	SEG	4.012119835804513
Nfe2l1	11	96817414	96829968	5.2618217	5.5589695	5.539242	40841	12554	3.8	52.9	21	7	Sim	2	GE>2	SEG	4.611107000988242
Socs7	11	97362551	97398542	3.1163914	3.7798939	3.7318866	46835	35991	2.8	46.7	16	6	Sim	2	GE>2	SEG	4.670579797328873
Top2a	11	98992943	99024189	9.620351	9.378725	9.598374	17055	31246	2.4	41.4	16	5	Sim	2	GE>2	SEG	4.231877187346479
Becn1	11	101285952	101302286	6.814173	6.795287	6.7397285	13927	16334	2.7	45.9	18	6	Sim	2	GE>2	SEG	4.1438887581092745
Plekhm1	11	103365088	103412664	3.4525154	3.4532294	3.1319873	280235	47576	2.4	48	17	7	Sim	2	GE>2	SEG	5.447523925371849
Cdc42ep4	11	113726850	113751881	5.1966624	5.739571	5.932328	67469	25031	3.8	52.2	19	7	Sim	2	GE>2	SEG	4.829110710155295
Prpsap1	11	116470845	116494202	7.906385	7.5056386	7.7562065	27883	23357	4.2	49.6	18	7	Sim	2	GE>2	SEG	4.445355074064469
Dnahc17	11	118021723	118129219	2.6201093	2.5948439	2.3954592	142927	107496	4	54.1	19	7	Sim	2	GE>2	SEG	5.15511731664473
Mrpl12	11	120484613	120489065	8.239976	7.594416	8.1459675	7227	4452	5.2	52.7	16	7	Sim	2	GE>2	SEG	3.8590181438888944
0610009D07Rik	12	4817608	4827658	7.761259	7.57949	7.5534954	25695	10050	2.4	45	14	6	Sim	2	GE>2	SEG	4.409865523598587
Sdc1	12	8771323	8793715	6.639653	5.7424417	6.5149245	97189	22392	3.7	52.9	17	7	Sim	2	GE>2	SEG	4.987621582125484
Sox11	12	27340697	27342709	2.8616166	1.5226941	2.6493568	927453	2012	19	62.8	18	8	Sim	2	GE>2	SEG	5.967292378619607
Mbip	12	56328306	56345894	5.0814576	4.703085	4.9155955	509528	17588	1.6	37.8	15	4	Sim	2	GE>2	SEG	5.707168907050114
Ppm1a	12	72761211	72794940	4.9523864	4.9542065	5.0173483	96383	33729	2.4	40.8	14	5	Sim	2	GE>2	SEG	4.984004945848569
Zfyve26	12	79232347	79296282	3.587282	3.8338957	3.5546577	1069	63935	2.4	46.4	16	6	Sim	2	GE>2	SEG	3.0293837776852097
Sipa1l1	12	82170016	82451782	5.3891716	5.773647	5.243355	309986	281766	2	44	16	6	Sim	2	GE>2	SEG	5.491343481103149
1110018G07Rik	12	84918148	84970900	4.7669506	4.8799453	4.749381	3	52752	2.1	44.2	17	6	Sim	2	GE>2	SEG	0.6020599913279624
Zc3h14	12	98746968	98787774	6.3871465	6.4205136	6.435253	118811	40806	1.8	40.3	15	5	Sim	2	GE>2	SEG	5.074860306559247
Foxn3	12	99194980	99450111	5.2921844	4.4559226	5.2784476	433331	255131	2.9	47.2	18	6	Sim	2	GE>2	SEG	5.636820761294405
Atg2b	12	105613539	105685241	4.4907374	4.4044313	4.7458134	111	71702	3	45.1	17	6	Sim	2	GE>2	SEG	2.0492180226701815
Ccnk	12	108179738	108203359	5.220407	4.9832463	5.259157	424	23621	2.5	46.7	16	6	Sim	2	GE>2	SEG	2.6283889300503116
Zfp386	12	116047724	116060592	5.7671337	5.8682666	5.7653975	215301	12868	2.4	41	15	5	Sim	2	GE>2	SEG	5.333048064124135
Ncapg2	12	116405402	116463531	6.556873	6.130256	6.6255207	124180	58129	1.3	40.3	15	5	Sim	2	GE>2	SEG	5.094055152794014
BC016423	13	3566036	3611108	6.7205915	6.3617	6.8021045000000004	22924	45072	1.6	38.1	15	5	Sim	2	GE>2	SEG	4.360309344342059
Lyst	13	13590409	13777440	2.0039787	3.9674792	2.3374758	152807	187031	1.4	39.2	15	5	Sim	2	GE>2	SEG	5.184146091575448
B3galnt2	13	13954674	13999068	5.6466403	5.791241	5.664855	84964	44394	2	41.8	15	5	Sim	2	GE>2	SEG	4.929240061747223
Trim27	13	21179445	21194724	7.7426066	7.3192935	7.6861763	183382	15279	3.7	46	15	6	Sim	2	GE>2	SEG	5.263359073163925
Riok1	13	38036989	38061433	5.568693	5.362275	5.616758	42799	24444	2.6	42.5	14	5	Sim	2	GE>2	SEG	4.631443769013172
Hivep1	13	42052021	42185026	3.9174871000000002	3.7353654	3.6093955	802161	133005	2.2	44.3	16	6	Sim	2	GE>2	SEG	5.904262084744605
Mxd3	13	55325168	55329758	5.4733257	5.2691846	5.4658484	7703	4590	4.4	54.5	18	8	Sim	2	GE>2	SEG	3.8867162741164782
Hnrnpk	13	58391142	58403343	11.087477	10.837392	10.998961	746	12201	5.7	42.7	16	5	Sim	2	GE>2	SEG	2.873320601815399
Zfp738	13	67667437	67687071	4.482281	4.334153	4.1742196	42048	19634	1.4	39.2	15	4	Sim	2	GE>2	SEG	4.623755671961612
Mtrr	13	68560780	68582121	5.0471663	4.355079	4.888801	127	21341	3.5	45.9	17	6	Sim	2	GE>2	SEG	2.1072099696478683
Cetn3	13	81783292	81797143	7.5241303	7.3848505	7.34228	72279	13851	2.4	37.9	13	4	Sim	2	GE>2	SEG	4.859018143888894
